DateTime,Uptime(ms),SensorRead(us),BlynkTransmit(ms),TotalLatency(ms)
2026-01-06 20:52:17,1153046,1857465,140,1997
2026-01-06 20:52:19,1155081,1857480,140,1997
2026-01-06 20:52:21,1157116,1857299,140,1997
2026-01-06 20:52:23,1159151,1857557,140,1997
2026-01-06 20:52:25,1161186,1857669,140,1997
2026-01-06 20:52:27,1163222,1858573,140,1998
2026-01-06 20:52:29,1165258,1858534,140,1998
2026-01-06 20:52:31,1167295,1857444,142,1999
2026-01-06 20:52:33,1169330,1857450,140,1997
2026-01-06 20:52:35,1171364,1856360,140,1996
2026-01-06 20:52:37,1173402,1858418,142,2000
2026-01-06 20:52:40,1175437,1857701,140,1997
2026-01-06 20:52:42,1177471,1856614,140,1996
2026-01-06 20:52:44,1179507,1858607,140,1998
2026-01-06 20:52:46,1181543,1858528,140,1998
2026-01-06 20:52:48,1183578,1857455,140,1997
2026-01-06 20:52:50,1185614,1857379,141,1998
2026-01-06 20:52:52,1187648,1856391,140,1996
2026-01-06 20:52:54,1189685,1858439,141,1999
2026-01-06 20:52:56,1191720,1857407,140,1997
2026-01-06 20:52:58,1193754,1856645,140,1996
2026-01-06 20:53:00,1195789,1857619,140,1997
2026-01-06 20:53:02,1197825,1858480,140,1998
2026-01-06 20:53:04,1199860,1857412,140,1997
2026-01-06 20:53:06,1201896,1858378,140,1998
2026-01-06 20:53:08,1203931,1857440,140,1997
2026-01-06 20:53:10,1205965,1857298,140,1997
2026-01-06 20:53:12,1208000,1857444,140,1997
2026-01-06 20:53:14,1210035,1857645,140,1997
2026-01-06 20:53:16,1212068,1855675,140,1995
2026-01-06 20:53:18,1214104,1858481,140,1998
2026-01-06 20:53:20,1216140,1858399,140,1998
2026-01-06 20:53:22,1218176,1857432,141,1998
2026-01-06 20:53:24,1220212,1857394,141,1998
2026-01-06 20:53:26,1222246,1857289,140,1997
2026-01-06 20:53:28,1224281,1857432,140,1997
2026-01-06 20:53:30,1226315,1856623,140,1996
2026-01-06 20:53:32,1228350,1857619,140,1997
2026-01-06 20:53:34,1230385,1857473,140,1997
2026-01-06 20:53:37,1232421,1858444,140,1998
2026-01-06 20:53:39,1234457,1857336,141,1998
2026-01-06 20:53:41,1236492,1857418,140,1997
2026-01-06 20:53:43,1238529,1858406,141,1999
2026-01-06 20:53:45,1240564,1857415,140,1997
2026-01-06 20:53:47,1242599,1857598,140,1997
2026-01-06 20:53:49,1244635,1857649,141,1998
2026-01-06 20:53:51,1246668,1855625,140,1995
2026-01-06 20:53:53,1248704,1858388,140,1998
2026-01-06 20:53:55,1250740,1859416,139,1998
2026-01-06 20:53:57,1252775,1857444,140,1997
2026-01-06 20:53:59,1254811,1858457,140,1998
2026-01-06 20:54:01,1256847,1857455,141,1998
2026-01-06 20:54:03,1258882,1857660,140,1997
2026-01-06 20:54:05,1260917,1857578,140,1997
2026-01-06 20:54:07,1262952,1857589,140,1997
2026-01-06 20:54:09,1264988,1858404,140,1998
2026-01-06 20:54:11,1267024,1857389,141,1998
2026-01-06 20:54:13,1269059,1857423,140,1997
2026-01-06 20:54:15,1271094,1857420,140,1997
